review_text,rating,date,bank,source,app_name,app_id
Very poor,1,2024-05-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
fantastic,5,2025-06-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
All,5,2024-05-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very Very nice 👌 👍,5,2024-05-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
it's not working,3,2025-06-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,3,2024-08-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Poor,1,2024-03-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
please open my mobile app,5,2025-09-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Eri,5,2024-05-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
most of the time is not working properly,1,2025-11-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
😇,3,2025-07-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Infinx,5,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Much better and easy to access then the last boa app,5,2024-02-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
I like it so much,5,2024-02-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Keep it up 1ygna bank,5,2024-04-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
How disappointing!,1,2024-05-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good app boa,5,2024-06-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good service,5,2024-05-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
App is so bad network,1,2024-05-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Not work this app ...what is the problem,1,2024-04-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The best bank!!!,5,2024-02-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
excellent app,5,2025-07-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The worst App I have ever seen.,1,2024-04-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Apollo's,1,2024-08-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Not that much bad,3,2024-12-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good,1,2024-07-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Sad experience,1,2025-01-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
This app is so annoying as the previous version.,3,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Not working,2,2024-02-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
try to easy network,4,2025-10-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Yet another useless app,1,2024-04-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The best app next to Tele birr in ethiopia,5,2024-01-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Bad,1,2024-10-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
In Ethiopia pest Bank,5,2024-04-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Useless,1,2024-07-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Not working 😕,1,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Horrible,1,2024-08-14,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Ok,5,2024-05-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Review,5,2024-08-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
A massive improvement from the previous app. More modern and actually works,5,2024-02-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
nice,5,2025-04-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The worst mobile banking app,1,2024-07-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Hussenaliumar,5,2024-08-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It is not working at all,1,2024-07-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good App fore me,5,2025-06-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
my fav app,5,2025-11-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Best,5,2024-01-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Very good,5,2024-10-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
nice,5,2025-07-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,5,2025-05-21,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Best,5,2024-05-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
App is any updates why?,5,2024-05-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
worst banking app i have ever used. Try to modify it,2,2024-03-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Nice,5,2024-02-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Oene,5,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
there is no speed,1,2025-03-19,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
zedo,5,2025-09-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Bad app vety bad.,1,2024-11-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Best app,5,2025-07-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Good but Very slow.,1,2024-07-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
good,5,2025-05-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
Easy and cool app,5,2024-05-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking
